file,page,category,context
2026-07-13__-2335537377096476465__Cadillac SUO w proposed mark ups - jeff 5302024 July2026.pdf.pdf,26,pretreatment,"Created: 2023-03-15 15:41:24 [EST] (Supp. No. 15) Page 26 of 41 C. To be eligible for equivalent mass limits, an industrial user must: a. Employ, or demonstrate that it will employ, water conservation methods and technologies that substantially reduce water use during the term of its individual wastewater discharge permit; b. Currently use control and treatment"
2026-07-13__-2335537377096476465__Cadillac SUO w proposed mark ups - jeff 5302024 July2026.pdf.pdf,27,pretreatment,"Created: 2023-03-15 15:41:24 [EST] (Supp. No. 15) Page 27 of 41 F. Compliance by existing sources with categorical pretreatment standards shall be attained within 3 years of the date the standard is effective, unless a shorter compliance time is specified in the appropriate subpart of 40 CFR Chapter I, Subchapter N. G. New sources shall install, have in operatin"
2026-07-13__-2335537377096476465__Cadillac SUO w proposed mark ups - jeff 5302024 July2026.pdf.pdf,28,effluent_exceedance,"following test methods: The discharge of mercury at or above the quantification level of 0.2 ug/l shall represent an exceedance of the local limit. Mercury sampling procedures, preservation and handling, and analytical protocol for compliance monitoring shall be in accordance with U.S. EPA Method 245.1, unless screening using Method 1631 is required by the city"
2026-07-13__-2335537377096476465__Cadillac SUO w proposed mark ups - jeff 5302024 July2026.pdf.pdf,28,pretreatment,"adopt charges and fees which may include fees for: (1) Reimbursement of costs of setting up and operating the city's pretreatment program; (2) Monitoring, inspections and surveillance procedures; (3) Reviewing accidental discharge procedures and construction; (4) Permit applications; (5) Filing appeals; (6) Consistent removal, by the city, of pollutants oth"
2026-07-13__-2335537377096476465__Cadillac SUO w proposed mark ups - jeff 5302024 July2026.pdf.pdf,29,effluent_exceedance,"onstruction, completing construction, etc.). b. No increment referred to in subsection (a)(8)a of this section, shall exceed nine months. (9) Each product produced by type, amount, process or processes and rate or production; (10) Type and amount of raw materials processed (average and maximum per day); (11) Number and type of employees, and hours of opera"
2026-07-13__-2335537377096476465__Cadillac SUO w proposed mark ups - jeff 5302024 July2026.pdf.pdf,29,pretreatment,"nown, the nature and concentration of any pollutants in the discharge which are limited by any city, state, of federal pretreatment standard, and a statement regarding whether or not the pretreatment standards are being met on a consistent basis and if not, whether additional operation and maintenance (O & M) and/or additional pretreatment is required for the user to"
2026-07-13__-2335537377096476465__Cadillac SUO w proposed mark ups - jeff 5302024 July2026.pdf.pdf,30,pretreatment,"2000-09, 5-15-2000) Sec. 42-486. Same—Modifications. Within nine months of the promulgation of a national categorical pretreatment standard, the wastewater contribution permit of users subject to such standards shall be revised to require compliance with such standard within the time frame prescribed by such standard. Where a user, subject to a national categorical"
2026-07-13__-2335537377096476465__Cadillac SUO w proposed mark ups - jeff 5302024 July2026.pdf.pdf,31,effluent_exceedance,"pp. No. 15) Page 31 of 41 Sec. 42-488. Permit duration. Permits shall be issued for a specific time period, not to exceed two years. A permit may be issued for a period less than a year or may be stated to expire on a specific date. The terms and conditions of the permit nay be subject to modification by the city during the term of the permit as limitations"
2026-07-13__-2335537377096476465__Cadillac SUO w proposed mark ups - jeff 5302024 July2026.pdf.pdf,32,enforcement,"ion of any provision of a permit is a violation of this division, subject to the penalty, damage, surcharge, and other enforcement provisions of Divisions 10 and 11. (Prior Code, § 2.140.8; Ord. No. 2000-09, 5-15-2000) Sec. 42-492. Reports by categorical industrial users A. Baseline Monitoring Reports. Within 180 days after the effective date of a categorical p"
2026-07-13__-2335537377096476465__Cadillac SUO w proposed mark ups - jeff 5302024 July2026.pdf.pdf,32,pretreatment,"s of Divisions 10 and 11. (Prior Code, § 2.140.8; Ord. No. 2000-09, 5-15-2000) Sec. 42-492. Reports by categorical industrial users A. Baseline Monitoring Reports. Within 180 days after the effective date of a categorical pretreatment standard, or 180 days after the final administrative decision made upon a category determination submission under R 323.2311(2), wh"
2026-07-13__-2335537377096476465__Cadillac SUO w proposed mark ups - jeff 5302024 July2026.pdf.pdf,33,pretreatment,"a necessary to comply with the requirements of this subrule. (v) Samples should be taken immediately downstream from pretreatment facilities if the facilities exist or immediately downstream from the regulated process if pretreatment facilities do not exist. If other wastewaters are mixed with the regulated wastewater before pretreatment, the nondomestic user shoul"
2026-07-13__-2335537377096476465__Cadillac SUO w proposed mark ups - jeff 5302024 July2026.pdf.pdf,34,pretreatment,"ns on nondomestic users as provided for by R323.2311(5), the report shall indicate the mass of pollutants regulated by pretreatment standards in the discharge from the nondomestic user. (c) For nondomestic users subject to equivalent mass or concentration limits established by the control authority in accordance with the procedures in R 323.2311(5), the shall conta"
2026-07-13__-2335537377096476465__Cadillac SUO w proposed mark ups - jeff 5302024 July2026.pdf.pdf,35,pretreatment,"riod shall be extended during the course of any unresolved litigation regarding the discharges of the user or the POTW pretreatment program or when requested by the city director, the state director, or U.S. EPA. (Prior Code, § 2.141.3; Ord. No. 2000-09, 5-15-2000) Sec. 42-495. Control authority program control. (a) Where the city maintains the monitoring and samp"
2026-07-13__-2335537377096476465__Cadillac SUO w proposed mark ups - jeff 5302024 July2026.pdf.pdf,36,enforcement,"Ord. No. 2000-09, 5-15-2000) Sec. 42-500. Bypass prohibited; exceptions. Bypass is prohibited, and the POTW may take enforcement action against a user for a bypass unless: (1) The bypass was unavoidable to prevent loss of life, personal injury, or severe property damage; (2) There were no feasible alternatives to the bypass, such as the use of auxiliary treatmen"
2026-07-13__-2335537377096476465__Cadillac SUO w proposed mark ups - jeff 5302024 July2026.pdf.pdf,36,effluent_exceedance,"ble, at least ten days before the date of the bypass. A user shall submit oral notice of an unanticipated bypass that exceeds applicable categorical pretreatment standards and other applicable limits to the POTW immediately when the time the user becomes aware of the bypass. A written submission shall also be provided within five days of the time the user becom"
2026-07-13__-2335537377096476465__Cadillac SUO w proposed mark ups - jeff 5302024 July2026.pdf.pdf,36,pretreatment,"poses of performing their specific responsibilities. (Prior Code, § 2.143; Ord. No. 2000-09, 5-15-2000) Sec. 42-498. Pretreatment; plans required. Users shall provide necessary wastewater treatment as required to comply with this division and shall achieve compliance with all federal categorical pretreatment standards within the time limitations as specified by th"
2026-07-13__-2335537377096476465__Cadillac SUO w proposed mark ups - jeff 5302024 July2026.pdf.pdf,37,enforcement,"ever, that such portions of a report shall be available for use by the state or any state agency in judicial review or enforcement proceedings involving the person furnishing the report. Wastewater constituents and characteristics will not be recognized as confidential information. (c) Information accepted by the city as confidential shall not be transmitted to any"
2026-07-13__-2335537377096476465__Cadillac SUO w proposed mark ups - jeff 5302024 July2026.pdf.pdf,37,pretreatment,"Created: 2023-03-15 15:41:25 [EST] (Supp. No. 15) Page 37 of 41 Sec. 42-501. Notice by user of violation of pretreatment standards If sampling performed by an industrial user to demonstrate compliance with applicable pretreatment standards or local limits indicates a violation, the user shall notify the POTW within 24 hours of becoming aware of the violat"
2026-07-13__-2335537377096476465__Cadillac SUO w proposed mark ups - jeff 5302024 July2026.pdf.pdf,38,effluent_exceedance,consent order is a document assuring voluntary compliance and establishing an agreement with the user responsible for noncompliance. The consent order includes specific action to be taken by the user to achieve compliance within a specified period of time. A consent order shall have the same force and effect as other orders in this ordinance and shall be judicially
2026-07-13__-2335537377096476465__Cadillac SUO w proposed mark ups - jeff 5302024 July2026.pdf.pdf,38,pretreatment,"-term violations of discharge limits or conditions occur that require the design and installation of new or additional pretreatment equipment. A compliance schedule would also be issued if installation of treatment is required to meet a new pretreatment standard in accordance with R323.2310(2)(g)(iii). (Prior Code, § 2.146.4; Ord. No. 2000-09, 5-15-2000) Sec. 42-"
2026-07-13__-2335537377096476465__Cadillac SUO w proposed mark ups - jeff 5302024 July2026.pdf.pdf,39,enforcement,"ure to meet within 90 days after the schedule date, a compliance schedule milestone contained in a discharge permit or enforcement order for starting construction, completing construction, or attaining final compliance. (6) Failure to provide, within 30 days after the due date, required reports as contained in user permits. (7) Failure to accurately report noncom"
2026-07-13__-2335537377096476465__Cadillac SUO w proposed mark ups - jeff 5302024 July2026.pdf.pdf,39,effluent_exceedance,"city shall annually publish in the city newspaper a list of all categorical industrial users which were in significant noncompliance with their respective industrial discharge permits during the previous 12 months. The City may also publish significant noncategorical industrial users. For the purposes of this provision, an industrial user is in significant noncomplian"
2026-07-13__-2335537377096476465__Cadillac SUO w proposed mark ups - jeff 5302024 July2026.pdf.pdf,39,pretreatment,"Created: 2023-03-15 15:41:25 [EST] (Supp. No. 15) Page 39 of 41 unless adequate pretreatment facilities, devices, or other related appurtenances are installed and properly operated. Sec. 42-509. Annual public notification of significant violations. The city shall annually publish in the city newspaper a list of all categorical"
2026-07-13__-2335537377096476465__Cadillac SUO w proposed mark ups - jeff 5302024 July2026.pdf.pdf,40,enforcement,"table relief in the circuit court of this county. (Prior Code, § 2.146.8; Ord. No. 2000-09, 5-15-2000) Sec. 42-512. Criminal Prosecution. A. Any person who: 1. At the time of a violation knew or should have known that a pollutant or substance was discharged contrary to any provision of this chapter, or contrary to any notice, order, permit, decision or determinat"
2026-07-13__-2335537377096476465__Cadillac SUO w proposed mark ups - jeff 5302024 July2026.pdf.pdf,40,pretreatment,"other wastes into the city's wastewater disposal system contrary to the provisions of this division, state or federal pretreatment requirements, or any order of the city, the city attorney may commence an action for appropriate legal and/or equitable relief in the circuit court of this county. (Prior Code, § 2.146.8; Ord. No. 2000-09, 5-15-2000) Sec. 42-512. Crim"
2026-07-13__-2335537377096476465__Cadillac SUO w proposed mark ups - jeff 5302024 July2026.pdf.pdf,41,enforcement,"(b) The Utilities Director may recover reasonable attorneys’ fees, court costs, and other expenses associated with enforcement activities, including sampling and monitoring expenses, and the cost of any actual damages incurred by the city. (c) In determining the amount of civil liability, the court shall take into account all relevant circumstances, includi"
2026-07-13__-2335537377096476465__Cadillac SUO w proposed mark ups - jeff 5302024 July2026.pdf.pdf,41,pretreatment,"e, any provision of this ordinance, an individual wastewater discharge permit, or order issued hereunder, or any other pretreatment standard or requirement may be liable to the city for a maximum civil penalty of $500 per violation, per day. In the case of a monthly or other long-term average discharge limit, penalties shall accrue for each day during the period of"
2026-07-20__-2130394822376927917__MI0020257_2026-06-01_to_2026-06-30_DMR.pdf.pdf,7,pfas,6/28/2026 0.50 0.00745 6/29/2026 0.50 0.00777 6/30/2026 Set: 6 of 7 Parameter Perfluorooctan e Sulfonate (PFOS) Chloride Sulfate Fecal Coliform Fecal Coliform pH pH Mon. Loc. Final Effluent (1) Prior to Disinfection (B) Prior to Disinfection (B) Final Effluent (1) Fecal Daily Final Effluent (1) Final Effluent (
2026-07-20__-2130394822376927917__MI0020257_2026-06-01_to_2026-06-30_DMR.pdf.pdf,9,effluent_exceedance,"6/28/2026 6/29/2026 7.51 6/30/2026 7.45 DMR Instructions: DMR Comments: (none) • Set 1 DMR Value Comments: • Date: 6/26/2026 12:00:00 AM,Column 6 Comment: Tert. Filter Fail. Notified Aaron Kline."
2026-07-20__-2130394822376927917__MI0020257_2026-06-01_to_2026-06-30_DMR.pdf.pdf,13,pfas,***** ***** 1.1 Maximum Monthly Average REPORT Individual Chronic Value TUC Quarterly 24-Hr Composit e Perfluorooctane Sulfonate (PFOS) SAMPLE MEASUREMENT ***** ***** ***** ***** ***** *g ng/L 3X Annually Grab
2026-07-20__-2130394822376927917__MI0020257_2026-06-01_to_2026-06-30_DMR.pdf.pdf,15,effluent_exceedance,"***** ***** ***** REPORT Maximum Daily ug/L Quarterly Grab DMR Instructions: DMR Comments: (none) DMR Value Comments: • Available Cyanide, Final Effluent (1), Limit: 0.16 Maximum Monthly Average, Reported Value: 0.917, Comment: Industrial Discharge - Notified Aaron Kline • Available Cyanide, Final Effluent (1), Limit: 5.9 Maximum Monthly Aver"
2026-08-05__-9001675935930886663__260722.biosolids.PFASqc.Merit.PDF.pdf,2,pfas,Date/Time Batch ID Inorganics Total Solids TS260723ASM2540B BLK/LCS/DUPNo07/23/26 18:39 TS260723A Organics - Volatiles PFAs EPA Method 1633 E1633260727S1EPA 1633A BLK/LCSYes07/28/26 18:59 CI260728_1633S PFAs EPA Method 1633 (Replicate 01) E1633260727S1EPA 1633A BLK/LCSYes07/28/26 18:38 CI260728_1633S Report to City of Cadillac - WWTP Project: Monitoring Page 2
2026-08-05__-9001675935930886663__260722.biosolids.PFASqc.Merit.PDF.pdf,3,pfas,"633260727S1 Surrogates: Yes, QC Types: BLK/LCS Sample ID Batch IDAnalysis Method Run Date/Time S89921.01 CI260728_1633SPFAs EPA Method 1633 EPA 1633A 07/28/26 18:59 S89921.01 CI260728_1633SPFAs EPA Method 1633 (Replicate 01) EPA 1633A 07/28/26 18:38 Report to City of Cadillac - WWTP Project: Monitoring Page 3 of 14 Report ID: QC-S89921-01 Generated on 07/31/202"
2026-08-05__-9001675935930886663__260722.biosolids.PFASqc.Merit.PDF.pdf,4,pfas,"Digester #4 Collected Date/Time: 07/22/2026 13:30 Matrix: Sludge COC Reference: 189611 Organics - Volatiles, Analysis: PFAs EPA Method 1633 Run in Batch: CI260728_1633S, Run Date: 07/28/2026 18:59, Matrix: SO, Dilution: 17 Surrogate UCLFlags LCL%Rec MPFBA-S 1305107.4 M5PFPeA-S 13035112.6 M2-4:2FTSA-S 30040213.8 M5PFHxA-S 13040112.7 M3PFBS-S 15040104.9 MHFPO-"
